,0,1,2,3
0,0.9999954999999999,0.9999879999999999,800.0,0.0
1,0.999984,0.9999874999999999,825.0,0.0003
2,0.9999485,0.9999859999999999,850.0,0.0009
3,0.9998459999999998,0.9999819999999999,875.0,
4,0.9995639999999999,0.9999705,900.0,
5,0.9988299999999999,0.9999444999999999,925.0,
6,0.9970155,0.999886,950.0,
7,0.9927419999999999,0.999755,975.0,
8,0.9831555000000001,0.9994569999999999,1000.0,
9,0.962754,0.9987395,1025.0,
10,0.9219985,0.996745,1050.0,
11,0.8471754999999999,0.988303,1075.0,
12,0.7252470000000001,0.8788434999999999,1100.0,
13,0.556984,0.603171,1125.0,
14,0.37073465,0.3614094,1150.0,
15,0.22216745,0.19129685,1175.0,
16,0.17864429999999998,0.13442445,1200.0,
17,0.23173114999999997,0.16536445,1225.0,
18,0.29255190000000003,0.22087679999999998,1250.0,
19,0.3594632,0.28966479999999994,1275.0,
20,0.43119284999999996,0.37450495,1300.0,
21,0.5067649999999999,0.47547449999999997,1325.0,
22,0.5853364999999999,0.5899465,1350.0,
23,0.6661265,0.713454,1375.0,
24,0.7483915,0.8409969999999999,1400.0,
25,0.999953,0.9999870000000001,,
26,0.9998579999999999,0.9999855,,
27,0.9995965,0.9999815000000001,,
28,0.9989129999999998,0.99997,,
29,0.9972169999999999,0.9999425,,
30,0.9932075,0.9998784999999999,,
31,0.9841795,0.999727,,
32,0.9648815,0.999358,,
33,0.9261229999999999,0.9983715,,
34,0.8544299999999998,0.9950309999999999,,
35,0.736352,0.9705805000000001,,
36,0.5710189999999999,0.7937774999999999,,
37,0.38448095,0.5546215,,
38,0.23050925,0.29940009999999995,,
39,0.1947112,0.09811575,,
40,0.22738004999999997,0.18892609999999999,,
41,0.28767145,0.25298975,,
42,0.35416735,0.32998605,,
43,0.42556605,0.4220911,,
44,0.500875,0.5274719999999999,,
45,0.5792455,0.6419765,,
46,0.659893,0.7610264999999999,,
47,0.7420709999999999,0.880608,,
48,0.8250819999999999,0.997627,,
49,0.9082549999999999,1.1099430000000001,,
50,0.9994764999999999,0.999985,,
51,0.9986084999999998,0.9999804999999999,,
52,0.996481,0.9999684999999999,,
53,0.991514,0.9999374999999999,,
54,0.9804725000000001,0.999859,,
55,0.9572195,0.9996520000000001,,
56,0.911386,0.999037,,
57,0.8287944999999999,0.996534,,
58,0.6977175,0.965684,,
59,0.523185,0.8106419999999999,,
60,0.3389534,0.6017545,,
61,0.20523379999999994,0.30785785,,
62,0.1876328,0.18626685,,
63,0.24225279999999996,0.28767715000000005,,
64,0.30429315,0.40328059999999993,,
65,0.37216259999999995,0.5320104999999999,,
66,0.44465699999999997,0.6633689999999999,,
67,0.520834,0.7907175,,
68,0.5998654999999999,0.9108905,,
69,0.6809774999999999,1.0227485,,
70,0.763434,1.1262355,,
71,0.8465505,1.2216200000000002,,
72,0.9296639999999998,1.3095545,,
73,1.0121764999999998,1.3905969999999999,,
74,1.0935365,1.4655135000000001,,
