,Time,NO_Overall,NO_Detail,NH3_Overall,NH3_Detail,Err_NO,Err_NH3
0,0.0,0.0002,0.0002,0.0003,0.0003,0.0,0.0
1,0.03151281578947369,0.00010462793417712578,0.00010652623951281573,0.00011044043187918582,0.0001296014153364469,9.008907868772304e-05,0.004079369856104808
2,0.06302563157894737,8.56538905256707e-05,7.918809193681342e-05,5.108702309108424e-05,3.8357579189390986e-05,0.001045163784791722,0.0018004304671817293
3,0.09453844736842107,7.907766707248528e-05,7.384932570110227e-05,2.506039978346265e-05,9.838118487360768e-06,0.0006833888373928792,0.0025746427539739248
4,0.12605126315789475,7.62817653403176e-05,7.321372254560175e-05,1.2569404220750387e-05,2.617061984369383e-06,0.00023532216475519486,0.0011005457332228141
5,0.15756407894736843,7.498137613961241e-05,7.346921875146048e-05,6.387044312413624e-06,7.689815145975328e-07,5.716549916356174e-05,0.0003506958844467241
6,0.18907689473684214,7.434342815927059e-05,7.379706326462254e-05,3.257541628405244e-06,2.42910301942991e-07,7.462864952594205e-06,0.00010097780038319515
7,0.22058971052631582,7.402371565649905e-05,7.40602830630969e-05,1.6635547886648458e-06,8.028989840784791e-08,3.3429380632305446e-08,2.7852530141338933e-05
8,0.2521025263157895,7.38620411307899e-05,7.425293346587568e-05,8.507098711514066e-07,2.718972106976601e-08,3.8199204407202364e-06,7.535393751005421e-06
9,0.2836153421052632,7.377992353107651e-05,7.439290403676983e-05,4.361124438057559e-07,9.521830849200053e-09,9.393627509000982e-06,2.0219950118072233e-06
10,0.31512815789473686,7.373787974060502e-05,7.449717819027406e-05,2.2339419537117462e-07,3.566233963307524e-09,1.4413353391745265e-05,5.369370290748746e-07
11,0.34664097368421054,7.371634640778593e-05,7.457811684449657e-05,1.143180234387898e-07,1.2339264796571991e-09,1.8566207139710967e-05,1.4208903316736115e-07
12,0.3781537894736843,7.370535547486584e-05,7.46429852404405e-05,5.8623239121236125e-08,4.931656709533742e-10,2.1978739432289706e-05,3.754561599261409e-08
13,0.40966660526315796,7.369974181880685e-05,7.469667328652411e-05,3.014616528648265e-08,2.1942605057479214e-10,2.484680878312244e-05,9.951219125489191e-09
14,0.44117942105263164,7.369684988787929e-05,7.474241516358465e-05,1.5486558263426025e-08,7.615875954090435e-11,2.7330168644020374e-05,2.6386712541038096e-09
15,0.4726922368421053,7.369536450033629e-05,7.47821027013576e-05,7.947661758241114e-09,1.6538552070694703e-11,2.952499793897544e-05,6.989190590161663e-10
16,0.504205052631579,7.369460245473367e-05,7.48169820507115e-05,4.091918028414805e-09,4.797083451091647e-12,3.149339893668375e-05,1.85606195764012e-10
17,0.5357178684210527,7.369421246335835e-05,7.484797548491123e-05,2.1041892021108885e-09,3.9248389040015454e-12,3.327922774757058e-05,4.9012337726187e-11
18,0.5672306842105264,7.369400831178045e-05,7.487581094852188e-05,1.0862448285238275e-09,1.7486578003064442e-13,3.491643680522476e-05,1.3106088488603473e-11
19,0.5987435000000001,7.369390993309105e-05,7.490099e-05,5.76761761172434e-10,-4.78574e-12,3.6426057198223364e-05,3.757749956887801e-12
